x,y
92.7,-3.44799e+254
92.8,6.54311e+254
92.9,-1.24166e+255
93,2.35625e+255
93.1,-4.47135e+255
93.2,8.4851e+255
93.3,-1.61018e+256
93.4,3.05558e+256
93.5,-5.79844e+256
93.6,1.10035e+257
93.7,-2.08808e+257
93.8,3.96247e+257
93.9,-7.51942e+257
94,1.42693e+258
94.1,-2.70783e+258
94.2,5.13853e+258
94.3,-9.75118e+258
94.4,1.85044e+259
94.5,-3.51151e+259
94.6,6.66364e+259
94.7,-1.26453e+260
94.8,2.39965e+260
94.9,-4.55372e+260
95,8.64141e+260
95.1,-1.63984e+261
95.2,3.11187e+261
95.3,-5.90526e+261
95.4,1.12062e+262
95.5,-2.12655e+262
95.6,4.03547e+262
95.7,-7.65794e+262
95.8,1.45322e+263
95.9,-2.75771e+263
96,5.23319e+263
96.1,-9.93081e+263
96.2,1.88453e+264
96.3,-3.5762e+264
96.4,6.7864e+264
96.5,-1.28783e+265
96.6,2.44386e+265
96.7,-4.63761e+265
96.8,8.8006e+265
96.9,-1.67005e+266
97,3.16919e+266
97.1,-6.01405e+266
97.2,1.14126e+267
97.3,-2.16573e+267
97.4,4.10981e+267
97.5,-7.79901e+267
97.6,1.47999e+268
97.7,-2.80851e+268
97.8,5.3296e+268
97.9,-1.01138e+269
98,1.91925e+269
98.1,-3.64208e+269
98.2,6.91142e+269
98.3,-1.31155e+270
98.4,2.48888e+270
98.5,-4.72304e+270
98.6,8.96272e+270
98.7,-1.70082e+271
98.8,3.22758e+271
98.9,-6.12484e+271
99,1.16229e+272
99.1,-2.20562e+272
99.2,4.18552e+272
99.3,-7.94269e+272
99.4,1.50725e+273
99.5,-2.86025e+273
99.6,5.42778e+273
99.7,-1.03001e+274
99.8,1.9546e+274
99.9,-3.70917e+274
